text,true_label,predicted_label
today you forgot about the children of north carolina,1,0
thanks for nothing paul ryan,1,1
duh!!!!!!,1,0
"legislation sounds good sir, but will it be enforced?",1,0
"i mean it, defund them immediately!!!",1,1
i am a conflicted person when it comes to obamacare.,1,0
tim scott for president 2024!,1,1
"dream on tom, that is not the objective of ""that guy"".",1,0
"go rand, god bless",1,1
mia is the next mlk,1,0
regaining a functional majority in the senate and taking back the white house in 2016 can't come soon enough.,1,1
a five ounce bird cannot carry a 1 pound coconut.,1,1
"rep blackburn i know you're too graceful to fling names around, but harry reid is a little ugly, despicable little goon!",1,1
"you are new and not in a strong position, likely you have thought to work with rand and ted etc.",1,1
more ammunition to use in sending emily cain packing!,1,1
nice job selling out the american people john.,1,1
too bad no ones talking about the 72 employees for homeland security that are on the terrorist watch list....,1,0
it is time to seize the day and get the fair tax put in place... nothing else is more important.,1,1
only 28% believes that this monster amnesty will secure the border.,1,1
hey mitch mcconnell i just wanted to say ur a joke.,1,1
"stay kind, mia!",1,0
"this is who john mccain, barack obama, lindsey graham want to support.",1,0
we the people want him charged with treason,1,1
but he doesn't believe in our constitution.,1,1
why can't bo understand that?!,1,1
luv you mia love!,1,1
i wish my kentucky congressman was half the public servant you are!,1,0
that he will force congress to release irs form 8863 for education credits immediately!,1,1
"scott, i can ""factually support"" all of my arguments.",1,0
maybe you can teach lindsey how to vote no.,1,1
they remove that and its not a question of me leaving the party the party will have left me.,1,0
i'm tired of this president thinking he is the law of the land.,1,0
ron paul is the only opposition.,1,1
president makes friends with communist cuba and islhamic middle east.,1,1
"rand is not posting this, his helpers are... and they're apparently all in their 20's lol.",1,0
bo is just looking for a way to take out assad.,1,1
ted cruz is a liar.,1,1
tell your congress and senate that they won't see your vote if they insist on letting him stay in office,1,1
john mccain listing the military movements of russia is hypocritical seeing he has been behind every nato expansion since 1991 when then president george hw bush assured gorbachev and then yeltsin that america would not allow the expansion of nato eastward.,1,1
"please wake up and do the right thing: get behind trump and win the white house, so we have an opportunity to get the most conservative supreme court justices possible to be appointed, rather than three more liberal activist justices that will eradicate christian rights and morality.",1,1
biggest obamacare lie = it will create jobs & boost the economy.,1,0
can we take a moment to pray for god's guidence & wisdom in such a complex issue.,1,0
what does repealing obama care do puts money in business men's pockets insurance companies pockets and hurts poor people and those with pre existing conditions.,1,0
maybe marco rubio in 2017.,1,1
even ron paul is human.. human's make mistakes.. it's not a slam.,1,1
we conservatives aren't against helping those who really need help.,1,1
but if a mistake on my part is what you have to stand on - then your stance is weaker then i thought!,1,0
will also pray for you and all the government workers.,1,0
i suggest to everyone in oklahoma who has never been to china - go there or look at pictures of the cities.,1,0
and obama will be impeached!,1,0
"thannk you, mia.",1,0
god bless you and your family ryan: -)))))),1,0
"don't pass it unless there are cuts, do not agree to tax hikes",1,1
all this would end if you would listen to sheriff joe and impeach obama.,1,1
"but the question that lynn asked is ""what did you think about the presidents speech"" again, i respect those who liked it, and those who did not, but not those who ignore the question.",1,0
"if i were the one that was doing illegalities which is what seems to be obvious here, our congressional reps have the constitutional authority to investigate.",1,1
"if congress could stop imports,, we would all have jobs",1,1
"america can afford to put our military in south korea to protect them from north korea, yet we can't put our soldiers on our own borders to protect america?",1,1
"obama care has announced a huge jump in premiums this year, for those who thought it was such a good idea.",1,0
we believe in our republican senate and congress and your good leadership.,1,1
i agree obama is the one trying to destroy america from the inside,1,1
"you, sir, are a disgrace to the people of sc -- the sick, the elderly, the children, the jobless -- who elected you.",1,1
"terina reagan alves: the hague convention doesn't outlaw hollow point bullets per se, it just restricts their use against uniformed combatants.",1,1
"deb, o is a constitutional lawyer.",1,0
cathy we pay you to watch over government spending.,1,1
with all this said bad guys are going to find guns... make no mistake about it.,1,1
you obviously do not listen to the people in your district.,1,1
yo arein our prayers!,1,0
"vote no, cut spending, cut debt, vote yes on term limits",1,1
jesse > the president is not the law.,1,1
"our government is made up of dishonest, thieving politicians.",1,1
"right on rand, your friend from lake jackson, texas proud of you!",1,1
spending on detention facilities for illegals.,1,1
you'll always have my support when you defend liberty!,1,1
america is special because of its constitution - follow it!,1,0
and the congress would get their christmas vacation and perhaps after coming up with some appreciable cuts to spending there would be no cliff to go over............ thanks,1,0
i for one will do everything i can to prevent you from ever representing georgians again since you clearly don't listen to your constituents.,1,1
"you are very much mistaken, sir.",1,0
this country needs men like you and sen cruz,1,1
anything less than impeachment of the potus is not acceptable to me.,1,1
term limits johnny time for you to go!!,1,1
and at least when your insurance is dropped and you have to go to the emergency room it won't be at the charity hospital and overrun with people with minor ailments and no insurance like you.,1,1
mr scott is the type of leader we need today.,1,1
... and finally got word to reid that we are not accepting you guys stopping our nations' progress?,1,1
and i have no issue with the original idea of the epa - when it was a small reporting group providing environmental information to the executive.,1,0
"moreover, it does not serve america's interests, or the cuban people, to try to push cuba toward collapse.",1,0
take back the senate in 2014 and hold the house--then go for impeachment.,1,1
now it is time for you to stand up for securing our borders!,1,1
"i voted for you, and i voted for romney.",1,1
i am behind you trey gowdy and i hope the american people finally get the truth.,1,1
try repealing obama so we can get back on the right track,1,1
if obama and holder hate him he must be a good man.,1,0
that he is going to put on some cammies and lead the charge on horseback against isis.,1,1
i respect and agree with everything trey says.,1,1
because thx to the liberals and socialist there are not enough votes,1,0
why and how is obama still in office?,1,0
after voted to send arms to egypt i was on the fence about voting for him again... not anymore,1,1
the way its going were going to wake up with china owning us when they foreclose on us.... then wheres the free stuff going to come from.... wake up america....,1,1
first: eliminate obama!,1,1
i think you can understand why your constituents would rather you hold a town hall in you own district to discuss your agenda and ask you questions.,1,0
"the flag had nothing to do with it, lost my vote sir",1,1
there is no common ground with someone who believes they are above the law.,1,1
there is no common sense.,1,0
our tax code is ridiculous - we need the fair tax!,1,1
please keep up the fight for conservative principles.,1,1
we need to stay out of this and worry about our own problems.,1,1
i am very proud of the public schools in wyoming and i would like to see them remain effective.,1,0
just ask any saudi citizen.,1,1
"i know that although degraded some the abrams tanks we sell egypt are still a very potent weapon, far more effective than anything they could afford on the open arms market.",1,1
steven is why our country is in the shape it's in.,1,1
praying there are enough votes to over-ride a sure veto.,1,0
good for you senator rand paul,1,1
have more town hall meetings as well,1,0
a check and balance to the executive orders being signed by this administration,1,0
this admin does not get it,1,1
i almost cannot believe that if we do not do something drastic we will see america crumble.,1,0
god bless you senator...,1,0
i think prices of medical care is ridiculous but obamacare is not the answer.,1,0
happy thanksgiving trey gowdy & family god bless,1,0
if you ever want to win statewide you need to embrace the city of byrd.,1,1
"president obama understands this, i really believe he is trying to hurt the usa.",1,0
part of the marxist plan.,1,1
so glad there are some real liberty lovers in the house like you and dr ron paul even though i am sad to say that some that campaigned on liberty showed tonight that it was talk only,1,1
"read the constitution and actually understand what is says, then look at the tyrant in the white house.",1,1
"ali landry just called asking me to vote for her special friend, little scott.",1,0
oh that's another thing the government can't create jobs it is the private sector who does - but he has tied their hands too not only with the cost of obama care but not making it easy for the private sector to be financially able to do so.,1,1
"if he does it, then all of congress should have him arrested.",1,1
"it was going to happen to one side and i'm glad it was their side, but at the same time, i'm hoping that government remembers that the conservative or liberal agendas need to be considered equally.",1,0
for the record: these are not muslim terrorists; these are just frustrated young man driven by questionable cause and purpose that we still need to get to the bottom of it.barak obama,1,0
"a flat tax with no exemptions, credits, earmarks or loopholes sounds good.",1,1
dems say the repubs voted to give guns to terrorists and now repubs are saying the dems want to replace due process with government lists.,1,1
i enjoyed watching you speak tonight on cnn sir!,1,0
"where we are is his fault, all he says is tax the rich, that doesn't fix anything!",1,1
i am not sure that that is number 1. our gop is its own worst enemy and they proved it with the boehner vote.,1,1
"i'm sure the more people listen and learn, the more popular rand will be.",1,1
"i wanted to listen to rand paul, but either i could not pick it up, or if i did, it was way to slow.",1,1
no way then the loittle man pays a lot and the big man pays little.,1,1
the constitution does not say our arms are limited to certain types.,1,1
they are god's chosen,1,0
"please, please find a way to impeach this tyrant.",1,1
"rand paul, you lost my vote forever with your endorsement for romney.",1,1
we don't care what you think is best for georgia.,1,1
"* ap, james rosen targeting holder lies and misleads congress * nsa able to spy on americans without cause, obama states untrue.",1,1
trey gowdy for speaker,1,1
pray so.,1,0
america please wake up and vote republican nazis out of office,1,1
especially in egypt this time.,1,0
you do nothing under the thumb of boehner.,1,1
"more bigotry from the ""sinator""; voting against cloture on s.815.",1,1
i'm just confused... exactly how long would you like for the sc seat to go unfilled?,1,0
you evil conservatives are always taking him out of context.,1,1
"like father like son ron paul for president,",1,1
"article 1, section 2, clause 5 the house of representatives shall chuse their speaker and other officers; and shall have the sole power of impeachment.",1,0
"i applaud your effort and dis-taste of the way epa is spending our money, but is there no other way to stop this besides presenting yet another law to prevent?",1,0
no to war rand.,1,1
resisting unlawful spending is enforcing the constitution.,1,0
if that is not enough then what about his statement that it was not his job to bring jobs to kentucky.,1,1
"you ment to say, pray for the republican party we need it.",1,1
"conservatives were supposedly outraged by tarp, why then are tarp supporters paul ryan, john boehner, eric cantor, mitch mcconnell and many others still in office?",1,1
get on the trump train mccain or get on the bus with the libtards!,1,1
i pray to the lord above that he will provide us a real leader.,1,0
estamos contigo marco!,1,0
"if you in the senate give obama the right to go around the public and the rest of the government, you are not listening to the will of the people!",1,1
he has been in office a year and still can't bet past bush.,1,1
you have a control problem im no doctor i suggest you go see one,1,0
"now, with political parties in play, the congress is worthless, not being able to ""check"" the president, and the judiciary's ruling is being ignored by the president and his party!",1,1
i pray that you are finally going to listen to the people and legislate for them and not for yourself and your life in dc.,1,0
anyone whith half a brain that can see who the brothers paul sorround themselves with will know where they really stand.,1,1
do not let the downward pull of washington take you with it.,1,1
then do your job and pass a budget and get this f15 national guard technician off of this furlough,1,1
i would ask secretary kerry how can you ask a man to be the first one to die for a mistake?,1,0
in the last three years we had a president who drew red lines for our enemies to cross.,1,1
"lest any be confused over the issue, cruz even said this before the vote: ""if you believe president obama's executive order was unconstitutional vote yes, if you think the president's executive order is constitutional vote no.""",1,1
we we will continue praying for this to move forward.,1,0
"marsha, i work hard for republican women in tn and there is a great disgust for boehner's lack of leadership.",1,1
most americans feel obama is a trator and too much of our military designs are in china and other countries hands!,1,0
you took a pledge to support the nominee.,1,1
gowdy for president.,1,1
oooops.... forgot i am a conservative!,1,1
"why not just change the tax code that caused this to begin with, so the irs doesn't consider it a taxable income?",1,1
memo from internet after they discovered al-qaeda was behind benghazi attack.,1,1
"so, what is congress going to do to correct this, thom?",1,0
obama needs to go now,1,1
now do your job as a republican and give your support to our choice.,1,1
grand-standing obama backing rino windbag.,1,1
he has already given you his mind.,1,0
the federal government does not have that power.,1,1
then stop him johnny!,1,1
and i believe we can impeach obama for knowing the borders are not safe and not protecting the american people,1,1
"i'm not phil robertson, of duck dynasty; but now, i have been treated the same way, that he has, by putting my faith and trust in the lord jesus christ too.",1,1
"good work, mr. scott desjarlais.",1,1
the goverment does in a way run our food it is all grown outside ameracan soil think about it,1,1
you wanna do something tom??,1,0
"so again sir, i strongly suggest that you listen to the majority voice of your constituents and vote / endorse accordingly.",1,0
is it time now mr gowdy.. sergent of arms arrest that pos we are boiling out here.,1,1
"no-fly list revisions: 1. any person to be placed on the ""no fly list"" must have the opportunity to argue their case at a federal court hearing if they are a us citizen.",1,0
"sorry, rand, it will take lead to keep the government from spending the taxpayers' gold!",1,1
this is just a ploy to get us to let down our guard.,1,0
no we are not behind this... health care is necessary and we can't give it back to the giant drug companies... don't listen to trumped up poiticians owned by big money!,1,0
we have got to primary in georgia!,1,1
still praying,1,0
17 months and no action?,1,0
ben sasse is a joke.,1,1
even if you do obama will still do it,1,0
oklahomans do not want to be forced to buy this service on the penalty of a fine if we don't buy it...,1,1
praying for god to provide more christian men like you to lead our country back to being a nation under god.,1,0
americans solidly oppose an increase in the debt ceiling.,1,0
"fiscal cliff, no pay for congress, staff, or the president and his staff... bet they make a deal then, and no golfing for obozo",1,1
"oh, and way to listen to your constituents.",1,0
hey tom you think you have alot of nc residents fooled but you dont..... we know about your gun control agenda..... go ahead and try it.,1,1
merry christmas doc to you and your family - god bless,1,0
they knew the president would veto the bill.,1,0
"we need you in the white house, marco!",1,1
gitmo serves no worthwhile purpose.,1,1
states will continue to fund the us military and their own guard and reserve units.,1,1
bruce was on my flight to d.c. a few weeks ago and i wanted to high five him!,1,0
"as one man said.... this will put americans around the world in danger, as cuba will capture them purposely to get their terrorists released.",1,1
"i like our present voice in congress, please stand firm.",1,1
trey do not give up an inch until you get to the truth.,1,1
where were the fiscal conservatives then?,1,1
"in addition, legislation was passed to extend a cut in the social security payroll tax for the entirety of calendar year 2012. so it would seem the president and the senate were on the same page but the house was blocking the budget … hmmm.",1,0
an australian who knows his government needs to do better.,1,0
"obama will veto it and, even if it's overridden (which i doubt) hundreds of environmental lawsuits will be filed in all the states it crosses.",1,0
he has broke the law and has failed to uphold the constitution!,1,1
after this they should impeach obama (without a request) in one vote!,1,1
"(please, ensure the hispanic run-a-ways are not now dumped in florida.",1,1
what's the difference between nixon's 1972 watergate cover-up and obama's 2012 benghazi cover-up?,1,1
he must apologize for something he said 11 years ago?,1,0
mccain please lead the charge.,1,1
"when some greedy, self-serving occupant of the white house or congress, or elements outside america, is threatening our existence, our freedom, our liberty, our constitution, our life resources, our america, then we fight back to destroy the threat and there is nothing immoral or illegal about it.",1,1
this is about what was really going on in benghazi and what team obama is really covering up.,1,0
congress needs to act to try bho for treason and rescend all of his' executive orders'.,1,1
"i believe he is the only conservative option left (at least, that i've seen).",1,1
when has he ever stood up to obama.,1,1
obamacare should have never passed.,1,1
repeal repeal repeal.,1,1
you need to tell the others to not sell out we the people.,1,1
i think you made a very valid point that we the people and congress can not address such a grave and serious issue as immigration with some one who doesn't even honor his own oath of office.,1,0
fbi is bought by the clinton's.,1,1
"mia, what have you actually done and accomplished?",1,1
stating that fact does not make senator scott guilty of slander.,1,1
thank the lord for god fearing government authorities.,1,0
"somehow, i doubt that obama will do that.",1,0
keep up good conservative work and it'll happen!,1,1
"it seems to me if the house wants a balanced budget, their bill should require congress to balance the budget, not the president.",1,0
are you praying for his death too?,1,0
praying for all these situations.,1,0
by saying you see no improvement for years after pres obama leaves you are admitting that the gop doesn't have a solution that will work.,1,0
not very many conservatives have stood up and sounded off nationally as needed.,1,1
bob owens had it right in 2012. politicians should take heed to what he foretold.,1,1
i just hope the citizens that are not happy with these continual bailouts and spending disguised as stimulus are listening to him before it is too late.,1,0
any proposed laws are being rightfully sent to congress for debate and vote.,1,0
"sure, this may help get ride of some wasteful spending, but it could also be used to eliminate parts of bills that protect consumers, small business, and taxpayers.",1,0
we can not use the no fly list because of how the democrats can not be trusted anymore with the control of govt.,1,0
"i'm not going to point fingers and say bush's fault or obama's fault, but the problem has gotten steadily worse over the last ten years.",1,0
you are the reason that a man that is not even eligible for the wh is sitting there.,1,1
"you're right, paul ryan.",1,1
i'm proud to say i voted for scott.,1,1
and if the gop keep caving in esp.,1,1
may god be with them all,1,0
betsy devos is horribly unqualified with absolutely no credentials or experience for this position.,1,1
i haven't had to take any of the others down either!,1,1
this debate is being moderated much more professionally moderated than the fox debate,1,0
"all these folks like tom know is talk-talk-talk they have no do-do-do in them, they are useless.........",1,1
rand paul would be the worst president ever.,1,1
you have some nerve to say a word about spending.,1,1
"please keep cutting, marsha.",1,1
yea he has no right to be in charge of his own department.,1,1
every single person that voted for this administration is responsible for this unqualified disaster.,1,1
their more socialist than france.,1,1
happy thanksgiving trey xo,1,0
but bo is bound and deterrmined to bankrupt us.,1,1
it is time to support and encourage every military soldier to stand down in syria if this government declares war or sends our troops in.,1,0
"then you have absolutely no credibility, sir.",1,1
"yes our country has other issues and they are big, but this too is important!.",1,0
"sen. mccain, i wish you'd drink a big glass of stfu, and stop pissing in republican campfires... go caucus with the dems, you aren't a republican...",1,1
or perhaps when reagan hosted the taliban at the white house?,1,1
preaching to the choir here-i agree!,1,0
we need mccain,1,1
"its not wacko bird, its freedom bird!",1,1
betsy devos is one of the most unqualified individuals to ever come up for senate confirmation.,1,1
counting on you to not let the socialist demorats play games!,1,1
"because if the public knows it, it's no longer secure.",1,1
"i'm disappointed that you voted for boehner, he is obama's man, not the people of the united states!!!",1,0
start the impeachment process!!!!,1,1
"well rand, hopefully mc donald's will hire you to flip burgers after the next election.",1,1
reagan and you if you ran,1,1
you are still the second most awesome congressman we have mr. amash.,1,0
he has done things like that before and he can do it again.,1,1
have you noticed how senator cruz never hesitates when he speaks.,1,1
"while i agree that we have a spending problem and it needs to be addressed, i just don't feel the debt ceiling and messing with our ability to pay our bills is the way to do it.",1,0
keep them out of kansas.,1,1
wear it with honor sen. rand,1,1
"subject: for everyone who signs this petition, boehner gets a pacifier house speaker john boehner must act like an adult and stand up to tantrum-throwing, infantile republicans to call a vote on a clean budget resolution and end the gop shutdown.",1,0
"before you attack rep. blackburn, you may want to find out what she knows that you don't.",1,1
i still say he is an enemy of the usa and is working to bring this country down,1,1
raise taxes where it is appropriate and cut spending where appropriate.,1,0
why don't you tell them that you didn't vote to defund it when you had the chance.,1,1
god bless you in your loss.,1,0
"when our founding fathers set up this government and it's constitution, it was done by honorable christian men.",1,1
"jeff flake, john mccain over immigration: help recall or primary the senator!",1,1
"if you had any coming sense, you would realize that if he were not truly born in this country, the clinton's would have buried him in the first primary.",1,1
"that the irs will need approx 13,000 new agents for the job?",1,0
we will be watching greta and you!,1,0
"if you like it it is a good thing, if you dislike it is an example of government pork.",1,0
what is irresponsible is deferring to an administration that is blatantly violating the constitution just to secure power and favor for yourself.,1,0
"us congressman steven palazzo, you did it,,,,,,, way to go!!!!!!!!!!!",1,1
"let's return to the free health care clinics, & balance the budget in 5 years if you eliminate obamacare!",1,1
"obama is unbelievably petulant, petty and cruel!",1,0
there are no direct flights from west africa to the us!,1,0
"congrats mia, you're a lady, but congressman matheson was a marxist communist poser, charlatan and traitor.",1,1
"impeach him, enough is enough.",1,1
typical whimp rino jumping on the band wagon after emerging your safe space....,1,1
"now jason b mince, this probably the only thing you and i will ever agree on!!!",1,0
you just lost my support (veteran who supports both flags they will want the american flag because jt offends someone next god help us it never ends,1,1
"i agree, tell marc rubio and jeb bush no!",1,1
"sorry to hear this, and i will pray for god to comfort his family.",1,0
boehner = out!,1,1
i believe that mccain is losing it!!,1,1
mcclintock for president!!,1,1
and that is why you will get my vote every time jerry.,1,0
ya i noticed rubio voted to block veterans benefits hope you dont back him on that vote: (,1,0
"thanks for citizen's united, mitch.",1,1
repeal obamacare and dodd / frank.,1,1
once again the liberal agenda lies are exposed.,1,1
can you honestly say he is a traitor for doing that?,1,1
"but as long as you're counting in a partisan way, deficit spending has been greater under republican administrations since reagan.",1,0
he was a communist remember.,1,1
absolutely cut them off.,1,1
as far as i'm concerned you sir are fired.,1,1
"admit that the election was stolen.. get rid of obama and put romney in or if america is truly so weak and lazy to let a fraud steal the election, go over the cliff............ we're done anyway.",1,1
kerry was a traitor and lied about vietnam.,1,1
"clinton was impeached for lying about having sex with a wh intern, but we ignore a lie as big as the benghazi fiasco.",1,1
"time to cut up the credit card, real spending cuts not baseline ""fake"" spending cuts.",1,1
good practice for the time in the near future when we have a president who will not veto it.,1,1
what about all those late night plots against the president that rafael eduardo cruz and his other teaparty goons engaged in?,1,1
maybe we need to quit paying taxes.,1,1
didn't mia love vote for boehner in january?,1,1
send in the army and throw them all in jail and have a new election.,1,1
"okay, now take the next step and support the peoples choice and the gop nominee.",1,1
"as far as mccain is concerned, we all know that he's the king of the rhinos.",1,1
"aka, you would more than likely would not have been a republican were you alive then.",1,1
"obama has lied again and again, not just about this!",1,0
"jaimie, i encourage you on to real reform, abolish the irs code.",1,1
obama is just as stupid and dysfunctional and the rest of you elected officials.,1,0
you are right mia love.... as we see no future.,1,1
"press on rand and continue to be one of the few that are ""for the people"".",1,1
i read that obama is ignoring the texas federal court decision and moving forward with his lawless immigration actions.,1,0
obama does not have a clue.,1,0
"help us, ted poe.",1,1
"i think the government has forgot, more non government jobs = more tax money, they would not have to raise taxes, or have a huge food stamp program.",1,0
a goal without a plan is just a dream!!,1,0
praying you don't leave us.....,1,0
"there you go, cut those aid off!",1,1
"this whole ""fast and furious"" controversy is a waste of the taxpayers money, and a wasted attempt to try and lay the blame on obama that bush did in his previous administration.",1,0
"because corporations are people and they elect whoever they want by buying / scaring people into electing their henchmen, aka jerry moran.",1,1
senator david perdue why is congress so afraid to impeach obama?,1,1
god bless america please!!!,1,0
congress can defund this.,1,1
"8, s. 3, declares, that adhering to the enemies of the united states, giving them aid and comfort, shall be treason.",1,1
"for those who want to move on, it just lets me know that they do not understand the law and how our constitution is written.",1,1
please stand up for the constitution and oppose this poorly conceived executive action.,1,0
um greg.,1,0
air force you know put them up in the air.,1,1
no one else could have said this any better tim,1,0
guns and the home interest tax and now higher taxes if you sell and buy a home in the same year - not the same lindsey sad sad,1,1
"if aca is repealed and planned parenthood defunded with no viable option ready (which there is not), then it is an abhorrent abandonment of the american people who need those services the most.",1,0
instead mr. poe is tossing softballs out here mixed with partisan talking points.,1,1
"at any other job, with the ration of failures, incomplete projects and lost revenue they have caused they all would have been fired long ago.",1,1
stand firm sen scott---you will remember your vote and i will remember your vote.... ignore those who oppose principles of constitution.,1,1
24 billion is a drop in the bucket compared to what obamacare is going to waste of your tax money.... and blaming the republicans for not paying military benefits shows me some of you watch too much liberal news... i hear lots of liberal talking points on here.,1,0
a fast and successful impeachment process and conclusion,1,1
north carolina.,1,0
trey goff,1,0
we the people need to inform very clearly to our representatives that we can no longer sustain this debt!,1,0
shouldn't the people who hold our debt be more supportive and willing to take up the slack on foreign aid just to make sure we will be able to pay them back?,1,0
tge refugees and gitmo prisoners will destroy this country if we allow to enter usa.,1,1
another reason to seal out borders.,1,1
i really don't understand why liberals get on conservative pages.,1,0
"if it were up to us, you would absolutely not be in washington.",1,1
voting you out lamar,1,1
we put you in office and we can throw you out!,1,1
"you're a few days old on this, though tom.",1,0
no water???,1,0
"if we, the people don't clean house and get rid of this corrupt establishment, nothing will ever change.",1,0
happy easter to you and your family sir.,1,0
god bless you for standing up for our country!!!,1,1
our nation cannot stand up to the debt that the aca will cost us.,1,0
i agree congressman,1,0
i would like to hear the the legislative and executive branches say they are going to try to find some common ground and get some work done.,1,0
now is the time to repeal and replace.,1,1
i hope and pray that a potential run for president is in your future!,1,0
it is a guaranteed constitutional right.,1,0
i really believe barak has lost his mind.,1,0
"the only ""wacko bird"" envolved in this is the guy that called you wacko.",1,1
our government keeps giving our tax money to this organization that sells unborn baby body parts,1,1
our administration is totally out of control.,1,1
you are such a breath of fresh air in washington dc please keep up your good work.,1,0
"heads should roll, but we know that obama's not going to fire anyone, except for generals who oppose him!",1,1
there are no american national security interests.,1,1
"repeal the delay then and ""let the losses begin""............, am i wrong here?",1,1
i thought the fbi or cia might ask those kinds of questions not the money grubbing irs.,1,1
mr poe it is time for you to stand up for america not for israel!,1,1
i support mo brooks and i am a conservative gop voter.,1,1
"that's the spirit, mia!",1,0
thanks micheal please continue your fight.. score 1 for us today and the american people.. now for the terrorist crossing our texas border!,1,1
well lindsay you ain't any better at predicting football than you are at deciding who to align yourself with in the senate.,1,1
god sees all and you will be held accountable to him someday.,1,0
there's a reason congress has a 9% approval rating.,1,0
bless you for running the government correctly and standing up for our god given rights.,1,0
you first mr speaker.,1,0
we have elected y'all to fix the mess.,1,1
"simple, when they lie before congress under oath.. arrest and jail them as you would normal american's.",1,1
bless your heart & god bless!,1,0
please do all you can to impeach this mad man.,1,1
i pray he does not do it unilaterally.,1,0
they try to make mccain and you pawns of what you ought to be fighting and railing against.,1,1
sure i am listening to senator mccain right now.. he seems to think your wrong!,1,1
"i guess, you coming from a long line of peeps on the govt dole has helped you arrive @ this perspective... but you still don't have a grasp on what the constitution says on that subject... its the state govt or ultimately the people's responsibility!",1,1
i live in sc and we love trey gowdy.,1,1
totally oppose!,1,1
"just nervous bruce, nervous: (what is up with that vote to keep obamacare???",1,0
i have no confidence in this potus,1,0
its too late now.,1,0
there is so much evidence against this guy it's time to impeach him before he finishes destroying our country.,1,1
"i want to know.. if we get a call to action large enough, will it change your mind to run as speaker.",1,0
no increase in debt ceiling!,1,1
send them to cuba.,1,1
"if the main stream media was even a little balanced, it would improve.",1,0
the clintons can get away with anything or o it seams.,1,0
the house wants to set up a committee to prioritize the bill paying... the president said he will veto this plan.,1,0
"go rand paul, we love you, fight those tsa.",1,1
there is only a tax on what you spend.,1,1
"mr ryan, why didn't you know this and join us months and months ago?",1,1
thank goodness our federal tax dollars won't come back to utah for any utah specific spending.,1,1
but mr. boehner thinks he is as sly as the dems and he is not.,1,1
do south carolina a favor and just retire with grace cause this is one person who will never vote for you.,1,1
"yes to defund, no to cloture",1,1
"and of course if we are against obamacare, we are labeled ""angry white people"".",1,0
sorry... my iq is too high to watch fox!,1,1
your word says we should pray for our enemies so thats what im doing.,1,0
pick a new topic with obamacare.,1,0
my heart is breaking with you tim.,1,0
the word negotiation does apply to house republicans finally being willing to work to improve obamacare rather than continue the charade of pretending to repeal it.,1,0
i am completely for obamacare!,1,0
i agree but some of the republican party doesn't.,1,1
"tell it mia, now impeach his muslim ass",1,1
"my southern ancestor was pastor of st. john's lutheran church in charleston, sc for 57 years and encouraged blacks to attend his church and he also taught reading and writing to over 200 of them.",1,0
you are willing to give obama a free pass on all of his failures and gov.,1,0
"senator ben sasse, i think you are a very intelligent man and have some good points made here.",1,0
"and yet god is omnipresent, omnipotent, so god knew before abram / abraham was born exactly what he would do, how is this free will if god knows the very things you will do, say, and think before you are born?",1,0
"it's very easy to be smug about illegal immigration in s. carolina, where you are not faced with its ramifications every day.",1,1
i don't want you to vote yes for anything that funds obamacare.,1,0
"in the same way christians pray for sinners, out of love.",1,0
"i thought you were a true republican but apparently if all it took was an 11 year old clip to keep you from endorsing your own candidate from your party, you aren't.",1,1
get rid of common core in the schools.,1,1
the spending has to get under control.,1,1
"he also has bra and after he is born in april, i pray our journey leads us to transplant!",1,0
"happy thanksgiving to you and your family, rand!",1,0
i'm tired of politicians and pundits telling me what i'm supposed to believe in to be considered a conservative.,1,1
nothing will keep us safe until jesus comes back and wipe out the terror out of our lives.,1,0
no moving her to the wh as an adviser allows for executive privilege to avoid testifying.,1,1
they all should be impeached.,1,1
"i like paul and rubio alot, neither as president however.",1,0
may god bless you sir!!,1,0
please tell us mr scott all the changes this pipeline will make.,1,1
boehner sabotaged america by giving obama everything he wanted.,1,1
you need to get out of senate,1,1
mr paul need a new law put in place help me make it illegal for any elected official to have sealed records in my opinion sealed records means you have something to hide and at this time i and other people don't trust our government.,1,1
if you want pictures taken go to a studio that does not believe in the christian values.,1,1
i am so thankful for leaders like you mr. scott.,1,0
you are not listening to wyoming parents or educators!,1,1
hey i have an idea impeach obama!!!,1,1
"in 1991 bush sr. signed an unconstitutional bill, under the guise of ""education"" called the noahide law (aka the 7 laws of noah).",1,1
take away the executive order power he has limit his mouth!,1,1
rubio for president in 2016!!!,1,1
otherwise what you are talking about don't mean anything to the people of the great state of south carolina.,1,1
president rand paul!!!,1,1
"i never bought a 1998 honda, rims, or thousands of dollars of food from some mexican grocery outlet in east l.a. but sorry if reality is interfering with your agenda, mr. mcclintock.",1,1
vote to pass a clean cr.,1,1
you know that i support you but i am terribly disappointed that you were not present today to defend the innocent babies.,1,0
she is a socialist / communist,1,0
"if we stop aid what do we do keep good relations; and with who do we keep good relations, the rebels or military, do we agree with or do we support only.",1,0
cruz & carson or rubio & carson.. # national security and winning the war that has been declared against us.,1,1
thanks james for your dedication to the oil field and oklahoma!,1,1
congressman babin is a true american and is doing anything he can to stop this from happening.,1,1
"i admire you mr gowdy, for being strong and standing up for the american people.",1,0
that's a bad deal for america!,1,1
19 times during reagan and bush 43 the debt ceiling was raised.,1,1
i would like to see a resignation from every member of both the house and the senate that have served more than 2 terms.,1,1
